,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Start,Stop,Chromosome
OIIb.11.v1.g005970,0,NA,NA,NA,NA,NA,1059051,1059518,scaffold_11
OIIb.11.v1.g005980,0,NA,NA,NA,NA,NA,1060885,1062183,scaffold_11
OIIb.11.v1.g005990,0,NA,NA,NA,NA,NA,1063122,1063437,scaffold_11
OIIb.11.v1.g006000,0.168059463,0,8.775233444,0,1,NA,1065280,1066018,scaffold_11
OIIb.11.v1.g006010,4.004712532,3.18992552,1.010027462,3.158256224,0.00158716,0.013961447,1066814,1068121,scaffold_11
OIIb.11.v1.g006020,0.619504475,4.232581689,2.658890869,1.591859876,0.111416193,NA,1068348,1068715,scaffold_11
OIIb.11.v1.g006030,0.255597195,0,4.250354638,0,1,NA,1068754,1069149,scaffold_11
OIIb.11.v1.g006040,0,NA,NA,NA,NA,NA,1069204,1069482,scaffold_11
OIIb.11.v1.g006050,0,NA,NA,NA,NA,NA,1075860,1078430,scaffold_11
OIIb.11.v1.g006060,0,NA,NA,NA,NA,NA,1089667,1090770,scaffold_11
OIIb.11.v1.g006070,0,NA,NA,NA,NA,NA,1092060,1092338,scaffold_11
OIIb.11.v1.g006080,0.020741411,0,8.775233444,0,1,NA,1092393,1094760,scaffold_11
OIIb.11.v1.g006090,0,NA,NA,NA,NA,NA,1093051,1093410,scaffold_11
OIIb.11.v1.g006100,0,NA,NA,NA,NA,NA,1094346,1094664,scaffold_11
OIIb.11.v1.g006110,0,NA,NA,NA,NA,NA,1095524,1096262,scaffold_11
OIIb.11.v1.g006120,0.35239046,-0.558632237,5.121416189,-0.109077688,0.913140872,NA,1099359,1100657,scaffold_11
OIIb.11.v1.g006130,0.011050041,0,8.775233444,0,1,NA,1102024,1102491,scaffold_11
OIIb.11.v1.g006140,0.034316408,0,8.775233444,0,1,NA,1102814,1105031,scaffold_11
OIIb.11.v1.g006150,0,NA,NA,NA,NA,NA,1106247,1109192,scaffold_11
OIIb.11.v1.g006160,0,NA,NA,NA,NA,NA,1113485,1113766,scaffold_11
OIIb.11.v1.g006170,0,NA,NA,NA,NA,NA,1113785,1114186,scaffold_11
OIIb.11.v1.g006180,0,NA,NA,NA,NA,NA,1114663,1115298,scaffold_11
OIIb.11.v1.g006190,0,NA,NA,NA,NA,NA,1115716,1116102,scaffold_11
OIIb.11.v1.g006200,0,NA,NA,NA,NA,NA,1116388,1116855,scaffold_11
OIIb.11.v1.g006210,0,NA,NA,NA,NA,NA,1117997,1118356,scaffold_11
OIIb.11.v1.g006220,0,NA,NA,NA,NA,NA,1118488,1118856,scaffold_11
OIIb.11.v1.g006230,0,NA,NA,NA,NA,NA,1119032,1119436,scaffold_11
OIIb.11.v1.g006240,0,NA,NA,NA,NA,NA,1119906,1120322,scaffold_11
OIIb.11.v1.g006250,0,NA,NA,NA,NA,NA,1122992,1123690,scaffold_11
OIIb.11.v1.g006260,0,NA,NA,NA,NA,NA,1124474,1124695,scaffold_11
OIIb.11.v1.g006270,0.072756069,0,8.775233444,0,1,NA,1125257,1126783,scaffold_11
OIIb.11.v1.g006280,0.040593456,0,8.775233444,0,1,NA,1128248,1129394,scaffold_11
OIIb.11.v1.g006300,0,NA,NA,NA,NA,NA,1134606,1135094,scaffold_11
OIIb.11.v1.g006310,0,NA,NA,NA,NA,NA,1136514,1137476,scaffold_11
OIIb.11.v1.g006320,0,NA,NA,NA,NA,NA,1137695,1138171,scaffold_11
OIIb.11.v1.g006330,0,NA,NA,NA,NA,NA,1139096,1139650,scaffold_11
OIIb.11.v1.g006340,0,NA,NA,NA,NA,NA,1141003,1142496,scaffold_11
OIIb.11.v1.g006350,0,NA,NA,NA,NA,NA,1143146,1144594,scaffold_11
OIIb.11.v1.g006360,0,NA,NA,NA,NA,NA,1145346,1147240,scaffold_11
OIIb.11.v1.g006370,0,NA,NA,NA,NA,NA,1148800,1149162,scaffold_11
OIIb.11.v1.g006380,0.039105319,0,8.775233444,0,1,NA,1149211,1149891,scaffold_11
OIIb.11.v1.g006390,0,NA,NA,NA,NA,NA,1150021,1150497,scaffold_11
OIIb.11.v1.g006400,0,NA,NA,NA,NA,NA,1172563,1175775,scaffold_11
OIIb.11.v1.g006410,0,NA,NA,NA,NA,NA,1175802,1176239,scaffold_11
OIIb.11.v1.g006420,0,NA,NA,NA,NA,NA,1177586,1178665,scaffold_11
OIIb.11.v1.g006430,0,NA,NA,NA,NA,NA,1182560,1183012,scaffold_11
OIIb.11.v1.g006460,0,NA,NA,NA,NA,NA,1185676,1187373,scaffold_11
OIIb.11.v1.g006470,0,NA,NA,NA,NA,NA,1187436,1188959,scaffold_11
OIIb.11.v1.g006480,0,NA,NA,NA,NA,NA,1196457,1197704,scaffold_11
OIIb.11.v1.g006490,0,NA,NA,NA,NA,NA,1198286,1199347,scaffold_11
OIIb.11.v1.g006500,0,NA,NA,NA,NA,NA,1200137,1200772,scaffold_11
OIIb.11.v1.g006510,0,NA,NA,NA,NA,NA,1201249,1201650,scaffold_11
OIIb.11.v1.g006520,0,NA,NA,NA,NA,NA,1201669,1201950,scaffold_11
OIIb.11.v1.g006530,0,NA,NA,NA,NA,NA,1206243,1209188,scaffold_11
OIIb.11.v1.g006540,0,NA,NA,NA,NA,NA,1209717,1212621,scaffold_11
OIIb.11.v1.g006550,0,NA,NA,NA,NA,NA,1212944,1213411,scaffold_11
OIIb.11.v1.g006560,0,NA,NA,NA,NA,NA,1214778,1216076,scaffold_11
OIIb.11.v1.g006570,0.179109504,0,8.775233444,0,1,NA,1219173,1219911,scaffold_11
OIIb.11.v1.g006580,0,NA,NA,NA,NA,NA,1220707,1222014,scaffold_11
OIIb.11.v1.g006590,0.619504475,4.232581689,2.658890869,1.591859876,0.111416193,NA,1222241,1222608,scaffold_11
OIIb.11.v1.g006600,0.255597195,0,4.250354638,0,1,NA,1222647,1223042,scaffold_11
OIIb.11.v1.g006610,0,NA,NA,NA,NA,NA,1223097,1223375,scaffold_11
OIIb.11.v1.g006620,0.014972866,0,8.775233444,0,1,NA,1224665,1225768,scaffold_11
OIIb.11.v1.g006630,0,NA,NA,NA,NA,NA,1245953,1246231,scaffold_11
OIIb.11.v1.g006640,0,NA,NA,NA,NA,NA,1246286,1248653,scaffold_11
OIIb.11.v1.g006650,0,NA,NA,NA,NA,NA,1246944,1247303,scaffold_11
OIIb.11.v1.g006660,0,NA,NA,NA,NA,NA,1248239,1248557,scaffold_11
OIIb.11.v1.g006670,0,NA,NA,NA,NA,NA,1249417,1250155,scaffold_11
OIIb.11.v1.g006680,0,NA,NA,NA,NA,NA,1251077,1251091,scaffold_11
OIIb.11.v1.g006690,0,NA,NA,NA,NA,NA,1251998,1252313,scaffold_11
OIIb.11.v1.g006700,1.860327701,3.798539842,1.239203947,3.065306442,0.002174471,0.017785299,1252537,1252913,scaffold_11
OIIb.11.v1.g006710,0.35239046,-0.558632237,5.121416189,-0.109077688,0.913140872,NA,1253252,1254550,scaffold_11
OIIb.11.v1.g006720,0,NA,NA,NA,NA,NA,1255917,1256384,scaffold_11
OIIb.11.v1.g006730,0.034316408,0,8.775233444,0,1,NA,1256707,1258924,scaffold_11
OIIb.11.v1.g006740,0,NA,NA,NA,NA,NA,1260140,1263085,scaffold_11
OIIb.11.v1.g006750,0,NA,NA,NA,NA,NA,1267378,1267659,scaffold_11
OIIb.11.v1.g006760,0,NA,NA,NA,NA,NA,1267678,1268079,scaffold_11
OIIb.11.v1.g006770,0,NA,NA,NA,NA,NA,1268556,1269191,scaffold_11
OIIb.11.v1.g006780,0,NA,NA,NA,NA,NA,1269609,1269995,scaffold_11
OIIb.11.v1.g006790,0,NA,NA,NA,NA,NA,1270281,1270748,scaffold_11
OIIb.11.v1.g006800,0,NA,NA,NA,NA,NA,1271890,1272249,scaffold_11
OIIb.11.v1.g006810,0,NA,NA,NA,NA,NA,1272381,1272749,scaffold_11
OIIb.11.v1.g006820,0,NA,NA,NA,NA,NA,1272925,1273329,scaffold_11
OIIb.11.v1.g006830,0,NA,NA,NA,NA,NA,1273799,1274215,scaffold_11
OIIb.11.v1.g006840,0,NA,NA,NA,NA,NA,1276884,1277582,scaffold_11
OIIb.11.v1.g006850,0,NA,NA,NA,NA,NA,1278366,1278587,scaffold_11
OIIb.11.v1.g006860,0,NA,NA,NA,NA,NA,1279149,1280675,scaffold_11
OIIb.11.v1.g006870,0.094718064,0,8.775233444,0,1,NA,1282142,1283289,scaffold_11
OIIb.110.v1.g006880,0.054124608,0,8.775233444,0,1,NA,89,448,scaffold_110
OIIb.110.v1.g006890,0,NA,NA,NA,NA,NA,1590,2057,scaffold_110
OIIb.110.v1.g006900,0,NA,NA,NA,NA,NA,2343,2729,scaffold_110
OIIb.110.v1.g006910,0,NA,NA,NA,NA,NA,3147,3782,scaffold_110
OIIb.110.v1.g006920,0,NA,NA,NA,NA,NA,4259,4660,scaffold_110
OIIb.110.v1.g006930,0,NA,NA,NA,NA,NA,4679,4960,scaffold_110
OIIb.110.v1.g006940,0,NA,NA,NA,NA,NA,9254,12199,scaffold_110
OIIb.110.v1.g006950,0,NA,NA,NA,NA,NA,12728,15632,scaffold_110
OIIb.110.v1.g006960,0,NA,NA,NA,NA,NA,15955,16422,scaffold_110
OIIb.110.v1.g006970,0,NA,NA,NA,NA,NA,17789,19087,scaffold_110
OIIb.110.v1.g006980,0,NA,NA,NA,NA,NA,22184,22922,scaffold_110
OIIb.110.v1.g006990,0,NA,NA,NA,NA,NA,23686,26053,scaffold_110
OIIb.110.v1.g007000,0,NA,NA,NA,NA,NA,25036,25395,scaffold_110
OIIb.110.v1.g007010,0,NA,NA,NA,NA,NA,26108,26386,scaffold_110
OIIb.110.v1.g007020,0,NA,NA,NA,NA,NA,32764,35334,scaffold_110
OIIb.110.v1.g007040,0,NA,NA,NA,NA,NA,46568,47671,scaffold_110
OIIb.110.v1.g007050,0,NA,NA,NA,NA,NA,48961,49239,scaffold_110
OIIb.110.v1.g007060,0,NA,NA,NA,NA,NA,49294,51661,scaffold_110
OIIb.110.v1.g007070,0,NA,NA,NA,NA,NA,49952,50311,scaffold_110
OIIb.110.v1.g007080,0,NA,NA,NA,NA,NA,51247,51565,scaffold_110
OIIb.110.v1.g007090,0,NA,NA,NA,NA,NA,52425,53163,scaffold_110
OIIb.110.v1.g007100,0,NA,NA,NA,NA,NA,56260,57558,scaffold_110
OIIb.110.v1.g007110,0,NA,NA,NA,NA,NA,58925,59392,scaffold_110
OIIb.110.v1.g007120,0,NA,NA,NA,NA,NA,59715,61932,scaffold_110
OIIb.110.v1.g007130,0,NA,NA,NA,NA,NA,63147,64193,scaffold_110
OIIb.111.v1.g007140,0,NA,NA,NA,NA,NA,1701,2999,scaffold_111
OIIb.111.v1.g007150,0,NA,NA,NA,NA,NA,4366,4833,scaffold_111
OIIb.111.v1.g007160,0,NA,NA,NA,NA,NA,5156,7373,scaffold_111
OIIb.111.v1.g007170,0,NA,NA,NA,NA,NA,8589,11534,scaffold_111
OIIb.111.v1.g007180,0,NA,NA,NA,NA,NA,15176,15496,scaffold_111
OIIb.111.v1.g007190,0,NA,NA,NA,NA,NA,15826,16107,scaffold_111
OIIb.111.v1.g007200,0,NA,NA,NA,NA,NA,16126,16527,scaffold_111
OIIb.111.v1.g007210,0,NA,NA,NA,NA,NA,17004,17639,scaffold_111
OIIb.111.v1.g007220,0,NA,NA,NA,NA,NA,18429,19490,scaffold_111
OIIb.111.v1.g007230,0,NA,NA,NA,NA,NA,20072,21319,scaffold_111
OIIb.111.v1.g007240,0,NA,NA,NA,NA,NA,28817,30340,scaffold_111
OIIb.111.v1.g007250,0,NA,NA,NA,NA,NA,30403,32100,scaffold_111
OIIb.111.v1.g007270,0,NA,NA,NA,NA,NA,34764,36413,scaffold_111
OIIb.111.v1.g007280,0.03087948,0,8.775233444,0,1,NA,36881,38944,scaffold_111
OIIb.111.v1.g007290,0,NA,NA,NA,NA,NA,39110,40189,scaffold_111
OIIb.111.v1.g007300,0,NA,NA,NA,NA,NA,41536,41973,scaffold_111
OIIb.111.v1.g007310,0,NA,NA,NA,NA,NA,42000,45212,scaffold_111
OIIb.112.v1.g007320,0,NA,NA,NA,NA,NA,1399,1875,scaffold_112
OIIb.112.v1.g007330,0,NA,NA,NA,NA,NA,2006,2686,scaffold_112
OIIb.112.v1.g007340,0,NA,NA,NA,NA,NA,2735,3097,scaffold_112
OIIb.112.v1.g007350,0,NA,NA,NA,NA,NA,4657,6551,scaffold_112
OIIb.112.v1.g007360,0,NA,NA,NA,NA,NA,7303,8751,scaffold_112
OIIb.112.v1.g007370,0,NA,NA,NA,NA,NA,9400,10893,scaffold_112
OIIb.112.v1.g007380,0,NA,NA,NA,NA,NA,12246,12800,scaffold_112
OIIb.112.v1.g007390,0,NA,NA,NA,NA,NA,13725,14201,scaffold_112
OIIb.112.v1.g007400,0,NA,NA,NA,NA,NA,14420,15382,scaffold_112
OIIb.112.v1.g007410,0,NA,NA,NA,NA,NA,16802,17290,scaffold_112
OIIb.112.v1.g007430,0,NA,NA,NA,NA,NA,22502,23648,scaffold_112
OIIb.112.v1.g007440,0,NA,NA,NA,NA,NA,25113,26639,scaffold_112
OIIb.112.v1.g007450,0,NA,NA,NA,NA,NA,27201,27422,scaffold_112
OIIb.112.v1.g007460,0,NA,NA,NA,NA,NA,28206,28904,scaffold_112
OIIb.112.v1.g007470,0,NA,NA,NA,NA,NA,31573,31989,scaffold_112
OIIb.112.v1.g007480,0,NA,NA,NA,NA,NA,32459,32863,scaffold_112
OIIb.112.v1.g007490,0,NA,NA,NA,NA,NA,33039,33407,scaffold_112
OIIb.112.v1.g007500,0,NA,NA,NA,NA,NA,33539,33898,scaffold_112
OIIb.112.v1.g007510,0,NA,NA,NA,NA,NA,35040,35507,scaffold_112
OIIb.112.v1.g007520,0,NA,NA,NA,NA,NA,35793,36179,scaffold_112
OIIb.112.v1.g007530,0,NA,NA,NA,NA,NA,36597,37232,scaffold_112
OIIb.112.v1.g007540,0,NA,NA,NA,NA,NA,37709,38110,scaffold_112
OIIb.112.v1.g007550,0,NA,NA,NA,NA,NA,38129,38410,scaffold_112
OIIb.112.v1.g007560,0,NA,NA,NA,NA,NA,42703,45648,scaffold_112
OIIb.112.v1.g007570,0,NA,NA,NA,NA,NA,46177,49081,scaffold_112
OIIb.112.v1.g007580,0,NA,NA,NA,NA,NA,49404,49871,scaffold_112
OIIb.112.v1.g007590,0,NA,NA,NA,NA,NA,51238,52536,scaffold_112
OIIb.112.v1.g007600,0,NA,NA,NA,NA,NA,55633,56371,scaffold_112
OIIb.112.v1.g007610,0,NA,NA,NA,NA,NA,57135,59502,scaffold_112
OIIb.112.v1.g007620,0,NA,NA,NA,NA,NA,59557,59835,scaffold_112
OIIb.112.v1.g007630,0,NA,NA,NA,NA,NA,61125,62228,scaffold_112
OIIb.113.v1.g007640,0,NA,NA,NA,NA,NA,2647,3003,scaffold_113
OIIb.113.v1.g007650,0,NA,NA,NA,NA,NA,2830,3102,scaffold_113
OIIb.113.v1.g007660,0,NA,NA,NA,NA,NA,11984,12340,scaffold_113
OIIb.113.v1.g007670,0,NA,NA,NA,NA,NA,12167,12439,scaffold_113
OIIb.113.v1.g007680,0,NA,NA,NA,NA,NA,21321,21677,scaffold_113
OIIb.113.v1.g007690,0,NA,NA,NA,NA,NA,21504,21776,scaffold_113
OIIb.113.v1.g007700,0,NA,NA,NA,NA,NA,30659,31015,scaffold_113
OIIb.113.v1.g007710,0,NA,NA,NA,NA,NA,30842,31114,scaffold_113
OIIb.113.v1.g007720,0,NA,NA,NA,NA,NA,39996,40352,scaffold_113
OIIb.113.v1.g007730,0,NA,NA,NA,NA,NA,40179,40451,scaffold_113
OIIb.113.v1.g007740,0,NA,NA,NA,NA,NA,49333,49689,scaffold_113
OIIb.113.v1.g007750,0,NA,NA,NA,NA,NA,49516,49788,scaffold_113
OIIb.113.v1.g007760,0,NA,NA,NA,NA,NA,58670,59026,scaffold_113
OIIb.113.v1.g007770,0,NA,NA,NA,NA,NA,58853,59125,scaffold_113
OIIb.114.v1.g007780,0,NA,NA,NA,NA,NA,7519,7995,scaffold_114
OIIb.114.v1.g007790,0,NA,NA,NA,NA,NA,8126,8806,scaffold_114
OIIb.114.v1.g007800,0,NA,NA,NA,NA,NA,8855,9217,scaffold_114
OIIb.114.v1.g007810,0,NA,NA,NA,NA,NA,10777,12671,scaffold_114
OIIb.114.v1.g007820,0,NA,NA,NA,NA,NA,13423,14871,scaffold_114
OIIb.114.v1.g007830,0,NA,NA,NA,NA,NA,15521,17014,scaffold_114
OIIb.114.v1.g007840,0,NA,NA,NA,NA,NA,18367,18921,scaffold_114
OIIb.114.v1.g007850,0,NA,NA,NA,NA,NA,19846,20322,scaffold_114
OIIb.114.v1.g007860,0,NA,NA,NA,NA,NA,20541,21503,scaffold_114
OIIb.114.v1.g007870,0,NA,NA,NA,NA,NA,22923,23411,scaffold_114
OIIb.114.v1.g007890,0,NA,NA,NA,NA,NA,28623,29769,scaffold_114
OIIb.114.v1.g007900,2.615517251,-1.909578479,2.025834906,-0.942613079,0.345878847,0.605876798,31234,32760,scaffold_114
OIIb.114.v1.g007910,0,NA,NA,NA,NA,NA,33323,33544,scaffold_114
OIIb.114.v1.g007920,0,NA,NA,NA,NA,NA,34328,35026,scaffold_114
OIIb.114.v1.g007930,0,NA,NA,NA,NA,NA,37695,38111,scaffold_114
OIIb.114.v1.g007940,0,NA,NA,NA,NA,NA,38581,38985,scaffold_114
OIIb.114.v1.g007950,0,NA,NA,NA,NA,NA,39161,39529,scaffold_114
OIIb.114.v1.g007960,0,NA,NA,NA,NA,NA,39661,40020,scaffold_114
OIIb.114.v1.g007970,0,NA,NA,NA,NA,NA,41162,41629,scaffold_114
OIIb.114.v1.g007980,0,NA,NA,NA,NA,NA,41915,42301,scaffold_114
OIIb.114.v1.g007990,0,NA,NA,NA,NA,NA,42719,43354,scaffold_114
OIIb.114.v1.g008000,0,NA,NA,NA,NA,NA,43831,44232,scaffold_114
OIIb.114.v1.g008010,0,NA,NA,NA,NA,NA,44251,44532,scaffold_114
OIIb.114.v1.g008020,0,NA,NA,NA,NA,NA,48825,51770,scaffold_114
OIIb.114.v1.g008030,0,NA,NA,NA,NA,NA,52299,55203,scaffold_114
OIIb.114.v1.g008040,0,NA,NA,NA,NA,NA,55526,55993,scaffold_114
OIIb.114.v1.g008050,0,NA,NA,NA,NA,NA,57360,58658,scaffold_114
OIIb.114.v1.g008060,0,NA,NA,NA,NA,NA,61755,62493,scaffold_114
OIIb.114.v1.g008070,0,NA,NA,NA,NA,NA,63257,65624,scaffold_114
OIIb.114.v1.g008080,0,NA,NA,NA,NA,NA,65679,65957,scaffold_114
OIIb.115.v1.g008090,0.230625039,0,8.775233444,0,1,NA,2333,4213,scaffold_115
OIIb.115.v1.g008100,0,NA,NA,NA,NA,NA,4543,4824,scaffold_115
OIIb.115.v1.g008110,0,NA,NA,NA,NA,NA,4843,5244,scaffold_115
OIIb.115.v1.g008120,0,NA,NA,NA,NA,NA,5721,6356,scaffold_115
OIIb.115.v1.g008130,0,NA,NA,NA,NA,NA,7146,8207,scaffold_115
OIIb.115.v1.g008140,0,NA,NA,NA,NA,NA,8789,10036,scaffold_115
OIIb.115.v1.g008150,9.710359679,1.201221225,0.988541377,1.215145115,0.224310749,0.466950651,17536,19059,scaffold_115
OIIb.115.v1.g008160,0.589233873,4.233951187,8.725446641,0.485241772,0.627504854,NA,19123,20820,scaffold_115
OIIb.115.v1.g008180,0,NA,NA,NA,NA,NA,23484,23936,scaffold_115
OIIb.115.v1.g008190,0,NA,NA,NA,NA,NA,27831,28910,scaffold_115
OIIb.115.v1.g008200,0,NA,NA,NA,NA,NA,30257,30694,scaffold_115
OIIb.115.v1.g008210,0,NA,NA,NA,NA,NA,30721,33933,scaffold_115
OIIb.115.v1.g008220,0,NA,NA,NA,NA,NA,55999,56475,scaffold_115
OIIb.115.v1.g008230,0,NA,NA,NA,NA,NA,56606,57286,scaffold_115
OIIb.115.v1.g008240,0,NA,NA,NA,NA,NA,57335,57697,scaffold_115
OIIb.115.v1.g008250,0,NA,NA,NA,NA,NA,59257,61151,scaffold_115
OIIb.115.v1.g008260,0.140158906,0,8.775233444,0,1,NA,61903,62157,scaffold_115
OIIb.115.v1.g008270,0.020446977,0,8.775233444,0,1,NA,62270,63352,scaffold_115
OIIb.115.v1.g008280,0.79412174,1.37935979,3.524526667,0.391360293,0.695530938,NA,64003,65496,scaffold_115
OIIb.116.v1.g008290,0,NA,NA,NA,NA,NA,1,112,scaffold_116
OIIb.116.v1.g008300,0,NA,NA,NA,NA,NA,762,2255,scaffold_116
OIIb.116.v1.g008310,0,NA,NA,NA,NA,NA,3608,4162,scaffold_116
OIIb.116.v1.g008320,0,NA,NA,NA,NA,NA,5087,5563,scaffold_116
OIIb.116.v1.g008330,0,NA,NA,NA,NA,NA,5782,6744,scaffold_116
OIIb.116.v1.g008340,0,NA,NA,NA,NA,NA,8164,8652,scaffold_116
OIIb.116.v1.g008360,0,NA,NA,NA,NA,NA,13864,15010,scaffold_116
OIIb.116.v1.g008370,0,NA,NA,NA,NA,NA,16475,18001,scaffold_116
OIIb.116.v1.g008380,0,NA,NA,NA,NA,NA,18563,18784,scaffold_116
OIIb.116.v1.g008390,0,NA,NA,NA,NA,NA,19568,20266,scaffold_116
OIIb.116.v1.g008400,0,NA,NA,NA,NA,NA,22935,23351,scaffold_116
OIIb.116.v1.g008410,0,NA,NA,NA,NA,NA,23821,24225,scaffold_116
OIIb.116.v1.g008420,0,NA,NA,NA,NA,NA,24401,24769,scaffold_116
OIIb.116.v1.g008430,0,NA,NA,NA,NA,NA,24901,25260,scaffold_116
OIIb.116.v1.g008440,0,NA,NA,NA,NA,NA,26402,26869,scaffold_116
OIIb.116.v1.g008450,0,NA,NA,NA,NA,NA,27155,27541,scaffold_116
OIIb.116.v1.g008460,0,NA,NA,NA,NA,NA,27959,28594,scaffold_116
OIIb.116.v1.g008470,0,NA,NA,NA,NA,NA,29071,29472,scaffold_116
OIIb.116.v1.g008480,0,NA,NA,NA,NA,NA,29491,29772,scaffold_116
OIIb.116.v1.g008490,0,NA,NA,NA,NA,NA,34065,37010,scaffold_116
OIIb.116.v1.g008500,0,NA,NA,NA,NA,NA,37539,40443,scaffold_116
OIIb.116.v1.g008510,0,NA,NA,NA,NA,NA,40766,41233,scaffold_116
OIIb.116.v1.g008520,0,NA,NA,NA,NA,NA,42600,43898,scaffold_116
OIIb.116.v1.g008530,0,NA,NA,NA,NA,NA,46995,47733,scaffold_116
OIIb.116.v1.g008540,0,NA,NA,NA,NA,NA,48497,50864,scaffold_116
OIIb.116.v1.g008550,0,NA,NA,NA,NA,NA,50919,51197,scaffold_116
OIIb.117.v1.g008570,0,NA,NA,NA,NA,NA,661,1137,scaffold_117
OIIb.117.v1.g008580,0,NA,NA,NA,NA,NA,1356,2318,scaffold_117
OIIb.117.v1.g008590,0,NA,NA,NA,NA,NA,3738,4226,scaffold_117
OIIb.117.v1.g008610,0,NA,NA,NA,NA,NA,9438,10584,scaffold_117
OIIb.117.v1.g008620,0,NA,NA,NA,NA,NA,12049,13575,scaffold_117
OIIb.117.v1.g008630,0,NA,NA,NA,NA,NA,14137,14358,scaffold_117
OIIb.117.v1.g008640,0,NA,NA,NA,NA,NA,15142,15840,scaffold_117
OIIb.117.v1.g008650,0,NA,NA,NA,NA,NA,18509,18925,scaffold_117
OIIb.117.v1.g008660,0,NA,NA,NA,NA,NA,19395,19799,scaffold_117
OIIb.117.v1.g008670,0,NA,NA,NA,NA,NA,19975,20343,scaffold_117
OIIb.117.v1.g008680,0,NA,NA,NA,NA,NA,20475,20834,scaffold_117
OIIb.117.v1.g008690,0,NA,NA,NA,NA,NA,21976,22443,scaffold_117
OIIb.117.v1.g008700,0,NA,NA,NA,NA,NA,22729,23115,scaffold_117
OIIb.117.v1.g008710,0,NA,NA,NA,NA,NA,23533,24168,scaffold_117
OIIb.117.v1.g008720,0,NA,NA,NA,NA,NA,24645,25046,scaffold_117
OIIb.117.v1.g008730,0,NA,NA,NA,NA,NA,25065,25346,scaffold_117
OIIb.117.v1.g008740,0,NA,NA,NA,NA,NA,29639,32584,scaffold_117
OIIb.117.v1.g008750,0,NA,NA,NA,NA,NA,33113,36017,scaffold_117
OIIb.117.v1.g008760,0,NA,NA,NA,NA,NA,36340,36807,scaffold_117
OIIb.117.v1.g008770,0,NA,NA,NA,NA,NA,38174,39472,scaffold_117
OIIb.117.v1.g008780,0,NA,NA,NA,NA,NA,42569,43307,scaffold_117
OIIb.117.v1.g008790,0,NA,NA,NA,NA,NA,44071,46438,scaffold_117
OIIb.117.v1.g008800,0,NA,NA,NA,NA,NA,46493,46771,scaffold_117
OIIb.117.v1.g008810,0,NA,NA,NA,NA,NA,48061,49164,scaffold_117
OIIb.117.v1.g008850,0,NA,NA,NA,NA,NA,59834,60400,scaffold_117
OIIb.118.v1.g008860,0,NA,NA,NA,NA,NA,3488,4591,scaffold_118
OIIb.118.v1.g008870,0,NA,NA,NA,NA,NA,5881,6159,scaffold_118
OIIb.118.v1.g008880,0,NA,NA,NA,NA,NA,6214,8581,scaffold_118
OIIb.118.v1.g008890,0,NA,NA,NA,NA,NA,9345,10083,scaffold_118
OIIb.118.v1.g008900,0,NA,NA,NA,NA,NA,11958,12241,scaffold_118
OIIb.118.v1.g008910,0,NA,NA,NA,NA,NA,13180,14478,scaffold_118
OIIb.118.v1.g008920,0,NA,NA,NA,NA,NA,15845,16312,scaffold_118
OIIb.118.v1.g008930,0,NA,NA,NA,NA,NA,16635,18852,scaffold_118
OIIb.118.v1.g008940,0,NA,NA,NA,NA,NA,20068,23013,scaffold_118
OIIb.118.v1.g008950,0,NA,NA,NA,NA,NA,27306,27587,scaffold_118
OIIb.118.v1.g008960,0,NA,NA,NA,NA,NA,27606,28007,scaffold_118
OIIb.118.v1.g008970,0,NA,NA,NA,NA,NA,28484,29119,scaffold_118
OIIb.118.v1.g008980,0,NA,NA,NA,NA,NA,29909,30970,scaffold_118
OIIb.118.v1.g008990,0,NA,NA,NA,NA,NA,31552,32799,scaffold_118
OIIb.118.v1.g009000,0,NA,NA,NA,NA,NA,40297,41820,scaffold_118
OIIb.118.v1.g009010,0,NA,NA,NA,NA,NA,41883,43580,scaffold_118
OIIb.118.v1.g009030,0,NA,NA,NA,NA,NA,46244,46696,scaffold_118
OIIb.118.v1.g009040,0,NA,NA,NA,NA,NA,50591,51670,scaffold_118
OIIb.118.v1.g009050,0,NA,NA,NA,NA,NA,53017,53454,scaffold_118
OIIb.118.v1.g009060,0,NA,NA,NA,NA,NA,53481,56693,scaffold_118
OIIb.119.v1.g009070,0,NA,NA,NA,NA,NA,1,313,scaffold_119
OIIb.119.v1.g009080,0,NA,NA,NA,NA,NA,407,1045,scaffold_119
OIIb.119.v1.g009090,0,NA,NA,NA,NA,NA,1193,1894,scaffold_119
OIIb.119.v1.g009100,0,NA,NA,NA,NA,NA,6370,6726,scaffold_119
OIIb.119.v1.g009110,0,NA,NA,NA,NA,NA,15707,16063,scaffold_119
OIIb.119.v1.g009120,0,NA,NA,NA,NA,NA,25044,25400,scaffold_119
OIIb.119.v1.g009130,0,NA,NA,NA,NA,NA,34381,34737,scaffold_119
OIIb.119.v1.g009140,0,NA,NA,NA,NA,NA,43718,44074,scaffold_119
OIIb.119.v1.g009150,0,NA,NA,NA,NA,NA,53055,53411,scaffold_119
OIIb.119.v1.g009160,0,NA,NA,NA,NA,NA,62392,62748,scaffold_119
OIIb.12.v1.g009170,0,NA,NA,NA,NA,NA,7659,8015,scaffold_12
OIIb.12.v1.g009180,0,NA,NA,NA,NA,NA,7842,8114,scaffold_12
