gene,bin,bin_adv,dN/dS,species
CaSa_OIIb.chr1.v1.g081790.t1,Autosomal,Autosomal,0.22344,cannabis
CaSa_OIIb.chr1.v1.g097870.t1,Autosomal,Autosomal,0.22337,cannabis
CaSa_OIIb.chr4.v1.g214000.t1,Autosomal,Autosomal,0.22329,cannabis
CaSa_OIIb.chr8.v1.g349910.t1,Autosomal,Autosomal,0.22329,cannabis
CaSa_OIIb.chr8.v1.g329240.t1,Autosomal,Autosomal,0.22324,cannabis
CaSa_OIIb.chr6.v1.g277240.t1,Autosomal,Autosomal,0.22324,cannabis
CaSa_OIIb.chr9.v1.g356470.t1,Autosomal,Autosomal,0.22318,cannabis
CaSa_OIIb.chr2.v1.g111720.t1,Autosomal,Autosomal,0.22303,cannabis
CaSa_OIIb.chr2.v1.g138710.t1,Autosomal,Autosomal,0.22299,cannabis
CaSa_OIIb.chr6.v1.g266760.t1,Autosomal,Autosomal,0.22299,cannabis
CaSa_OIIb.chr9.v1.g365100.t1,Autosomal,Autosomal,0.22292,cannabis
CaSa_OIIb.chr8.v1.g335840.t1,Autosomal,Autosomal,0.2229,cannabis
CaSa_OIIb.chrX.v1.g402620.t1,X-linked,PAR,0.22289,cannabis
CaSa_OIIb.chr4.v1.g215860.t1,Autosomal,Autosomal,0.22286,cannabis
CaSa_OIIb.chr8.v1.g350050.t1,Autosomal,Autosomal,0.22284,cannabis
CaSa_OIIb.chr8.v1.g345570.t1,Autosomal,Autosomal,0.22278,cannabis
CaSa_OIIb.chrX.v1.g437310.t1,X-linked,HXR,0.22275,cannabis
CaSa_OIIb.chr4.v1.g213330.t1,Autosomal,Autosomal,0.22273,cannabis
CaSa_OIIb.chrX.v1.g409160.t1,X-linked,PAR,0.22273,cannabis
CaSa_OIIb.chr5.v1.g240270.t1,Autosomal,Autosomal,0.22271,cannabis
CaSa_OIIb.chr1.v1.g081040.t1,Autosomal,Autosomal,0.22269,cannabis
CaSa_OIIb.chr2.v1.g137760.t1,Autosomal,Autosomal,0.22268,cannabis
CaSa_OIIb.chr9.v1.g387930.t1,Autosomal,Autosomal,0.22259,cannabis
CaSa_OIIb.chrX.v1.g421480.t1,X-linked,HXR,0.22258,cannabis
CaSa_OIIb.chr1.v1.g083650.t1,Autosomal,Autosomal,0.22256,cannabis
CaSa_OIIb.chrX.v1.g393260.t1,X-linked,PAR,0.22252,cannabis
CaSa_OIIb.chr1.v1.g064960.t1,Autosomal,Autosomal,0.22248,cannabis
CaSa_OIIb.chr3.v1.g146060.t1,Autosomal,Autosomal,0.22243,cannabis
CaSa_OIIb.chrX.v1.g419950.t1,X-linked,HXR,0.22241,cannabis
CaSa_OIIb.chr6.v1.g278660.t1,Autosomal,Autosomal,0.22239,cannabis
CaSa_OIIb.chr9.v1.g355950.t1,Autosomal,Autosomal,0.22235,cannabis
CaSa_OIIb.chr6.v1.g261020.t1,Autosomal,Autosomal,0.22227,cannabis
CaSa_OIIb.chr5.v1.g241960.t1,Autosomal,Autosomal,0.22217,cannabis
CaSa_OIIb.chr3.v1.g148270.t1,Autosomal,Autosomal,0.22211,cannabis
CaSa_OIIb.chrX.v1.g398610.t1,X-linked,PAR,0.22199,cannabis
CaSa_OIIb.chr4.v1.g207020.t1,Autosomal,Autosomal,0.2219,cannabis
CaSa_OIIb.chr5.v1.g247730.t1,Autosomal,Autosomal,0.22189,cannabis
CaSa_OIIb.chr2.v1.g139030.t1,Autosomal,Autosomal,0.22188,cannabis
CaSa_OIIb.chr6.v1.g284300.t1,Autosomal,Autosomal,0.22186,cannabis
CaSa_OIIb.chrX.v1.g431630.t1,X-linked,HXR,0.22179,cannabis
CaSa_OIIb.chrX.v1.g414970.t1,X-linked,HXR,0.22171,cannabis
CaSa_OIIb.chr1.v1.g089230.t1,Autosomal,Autosomal,0.22168,cannabis
CaSa_OIIb.chr3.v1.g155170.t1,Autosomal,Autosomal,0.22166,cannabis
CaSa_OIIb.chr8.v1.g337570.t1,Autosomal,Autosomal,0.22165,cannabis
CaSa_OIIb.chr8.v1.g337020.t1,Autosomal,Autosomal,0.22164,cannabis
CaSa_OIIb.chr1.v1.g102800.t1,Autosomal,Autosomal,0.22153,cannabis
CaSa_OIIb.chrX.v1.g408990.t1,X-linked,PAR,0.22152,cannabis
CaSa_OIIb.chr8.v1.g352670.t1,Autosomal,Autosomal,0.22152,cannabis
CaSa_OIIb.chrX.v1.g440130.t1,X-linked,HXR,0.22152,cannabis
CaSa_OIIb.chr1.v1.g084380.t1,Autosomal,Autosomal,0.22134,cannabis
CaSa_OIIb.chr8.v1.g342510.t1,Autosomal,Autosomal,0.22127,cannabis
CaSa_OIIb.chr9.v1.g359810.t1,Autosomal,Autosomal,0.22127,cannabis
CaSa_OIIb.chr7.v1.g301760.t1,Autosomal,Autosomal,0.22125,cannabis
CaSa_OIIb.chr6.v1.g264850.t1,Autosomal,Autosomal,0.22121,cannabis
CaSa_OIIb.chr1.v1.g076930.t1,Autosomal,Autosomal,0.22121,cannabis
CaSa_OIIb.chr3.v1.g176690.t1,Autosomal,Autosomal,0.22118,cannabis
CaSa_OIIb.chr5.v1.g225190.t1,Autosomal,Autosomal,0.22111,cannabis
CaSa_OIIb.chr8.v1.g347180.t1,Autosomal,Autosomal,0.22102,cannabis
CaSa_OIIb.chr1.v1.g065910.t1,Autosomal,Autosomal,0.22095,cannabis
CaSa_OIIb.chr8.v1.g347700.t1,Autosomal,Autosomal,0.22093,cannabis
CaSa_OIIb.chrX.v1.g437080.t1,X-linked,HXR,0.22087,cannabis
CaSa_OIIb.chr4.v1.g221580.t1,Autosomal,Autosomal,0.22085,cannabis
CaSa_OIIb.chr3.v1.g147190.t1,Autosomal,Autosomal,0.2208,cannabis
CaSa_OIIb.chr1.v1.g099290.t1,Autosomal,Autosomal,0.22076,cannabis
CaSa_OIIb.chr6.v1.g269620.t1,Autosomal,Autosomal,0.22076,cannabis
CaSa_OIIb.chr5.v1.g253680.t1,Autosomal,Autosomal,0.22073,cannabis
CaSa_OIIb.chrX.v1.g394150.t1,X-linked,PAR,0.22069,cannabis
CaSa_OIIb.chrX.v1.g398070.t1,X-linked,PAR,0.22067,cannabis
CaSa_OIIb.chr1.v1.g082290.t1,Autosomal,Autosomal,0.22061,cannabis
CaSa_OIIb.chr3.v1.g151660.t1,Autosomal,Autosomal,0.22058,cannabis
CaSa_OIIb.chr1.v1.g098330.t1,Autosomal,Autosomal,0.22057,cannabis
CaSa_OIIb.chr3.v1.g147520.t1,Autosomal,Autosomal,0.22056,cannabis
CaSa_OIIb.chr1.v1.g066450.t1,Autosomal,Autosomal,0.22049,cannabis
CaSa_OIIb.chr1.v1.g087060.t1,Autosomal,Autosomal,0.22048,cannabis
CaSa_OIIb.chr4.v1.g218330.t1,Autosomal,Autosomal,0.22048,cannabis
CaSa_OIIb.chr4.v1.g214240.t1,Autosomal,Autosomal,0.22048,cannabis
CaSa_OIIb.chrX.v1.g393330.t1,X-linked,PAR,0.22043,cannabis
CaSa_OIIb.chr3.v1.g170720.t1,Autosomal,Autosomal,0.22042,cannabis
CaSa_OIIb.chr8.v1.g350790.t1,Autosomal,Autosomal,0.22042,cannabis
CaSa_OIIb.chr7.v1.g302590.t1,Autosomal,Autosomal,0.22039,cannabis
CaSa_OIIb.chr7.v1.g317310.t1,Autosomal,Autosomal,0.22032,cannabis
CaSa_OIIb.chr5.v1.g251590.t1,Autosomal,Autosomal,0.22023,cannabis
CaSa_OIIb.chr1.v1.g067420.t1,Autosomal,Autosomal,0.22023,cannabis
CaSa_OIIb.chr1.v1.g066220.t1,Autosomal,Autosomal,0.22019,cannabis
CaSa_OIIb.chr1.v1.g090750.t1,Autosomal,Autosomal,0.22016,cannabis
CaSa_OIIb.chr9.v1.g381190.t1,Autosomal,Autosomal,0.22015,cannabis
CaSa_OIIb.chr1.v1.g104460.t1,Autosomal,Autosomal,0.22013,cannabis
CaSa_OIIb.chr8.v1.g328670.t1,Autosomal,Autosomal,0.22005,cannabis
CaSa_OIIb.chrX.v1.g438090.t1,X-linked,HXR,0.22002,cannabis
CaSa_OIIb.chr6.v1.g258150.t1,Autosomal,Autosomal,0.21997,cannabis
CaSa_OIIb.chr8.v1.g328490.t1,Autosomal,Autosomal,0.21986,cannabis
CaSa_OIIb.chr5.v1.g251230.t1,Autosomal,Autosomal,0.21976,cannabis
CaSa_OIIb.chr9.v1.g370560.t1,Autosomal,Autosomal,0.21975,cannabis
CaSa_OIIb.chr1.v1.g077630.t1,Autosomal,Autosomal,0.21971,cannabis
CaSa_OIIb.chr5.v1.g222140.t1,Autosomal,Autosomal,0.21971,cannabis
CaSa_OIIb.chr4.v1.g211120.t1,Autosomal,Autosomal,0.21967,cannabis
CaSa_OIIb.chr8.v1.g348990.t1,Autosomal,Autosomal,0.21963,cannabis
CaSa_OIIb.chrX.v1.g438540.t1,X-linked,HXR,0.21953,cannabis
CaSa_OIIb.chr7.v1.g293780.t1,Autosomal,Autosomal,0.21946,cannabis
CaSa_OIIb.chr9.v1.g388660.t1,Autosomal,Autosomal,0.21937,cannabis
CaSa_OIIb.chr4.v1.g220400.t1,Autosomal,Autosomal,0.21936,cannabis
CaSa_OIIb.chr3.v1.g149970.t1,Autosomal,Autosomal,0.21928,cannabis
CaSa_OIIb.chr8.v1.g352190.t1,Autosomal,Autosomal,0.21926,cannabis
CaSa_OIIb.chr5.v1.g244580.t1,Autosomal,Autosomal,0.21911,cannabis
CaSa_OIIb.chr4.v1.g221060.t1,Autosomal,Autosomal,0.21907,cannabis
CaSa_OIIb.chr1.v1.g063910.t1,Autosomal,Autosomal,0.21886,cannabis
CaSa_OIIb.chr7.v1.g294330.t1,Autosomal,Autosomal,0.21883,cannabis
CaSa_OIIb.chr4.v1.g221230.t1,Autosomal,Autosomal,0.21874,cannabis
CaSa_OIIb.chr6.v1.g265140.t1,Autosomal,Autosomal,0.21866,cannabis
CaSa_OIIb.chr6.v1.g284610.t1,Autosomal,Autosomal,0.21866,cannabis
CaSa_OIIb.chr9.v1.g370640.t1,Autosomal,Autosomal,0.21856,cannabis
CaSa_OIIb.chr3.v1.g151620.t1,Autosomal,Autosomal,0.21841,cannabis
CaSa_OIIb.chr1.v1.g062770.t1,Autosomal,Autosomal,0.21838,cannabis
CaSa_OIIb.chr1.v1.g090380.t1,Autosomal,Autosomal,0.21838,cannabis
CaSa_OIIb.chrX.v1.g439310.t1,X-linked,HXR,0.21837,cannabis
CaSa_OIIb.chr4.v1.g209960.t1,Autosomal,Autosomal,0.21834,cannabis
CaSa_OIIb.chr1.v1.g075150.t1,Autosomal,Autosomal,0.2182,cannabis
CaSa_OIIb.chr9.v1.g373780.t1,Autosomal,Autosomal,0.21813,cannabis
CaSa_OIIb.chrX.v1.g396220.t1,X-linked,PAR,0.21811,cannabis
CaSa_OIIb.chr3.v1.g153380.t1,Autosomal,Autosomal,0.2181,cannabis
CaSa_OIIb.chrX.v1.g431520.t1,X-linked,HXR,0.2181,cannabis
CaSa_OIIb.chr4.v1.g190540.t1,Autosomal,Autosomal,0.21806,cannabis
CaSa_OIIb.chrX.v1.g393460.t1,X-linked,PAR,0.21805,cannabis
CaSa_OIIb.chr6.v1.g284480.t1,Autosomal,Autosomal,0.21805,cannabis
CaSa_OIIb.chr7.v1.g313220.t1,Autosomal,Autosomal,0.21796,cannabis
CaSa_OIIb.chr7.v1.g296990.t1,Autosomal,Autosomal,0.21793,cannabis
CaSa_OIIb.chr8.v1.g345070.t1,Autosomal,Autosomal,0.21793,cannabis
CaSa_OIIb.chr1.v1.g065200.t1,Autosomal,Autosomal,0.21791,cannabis
CaSa_OIIb.chr6.v1.g284150.t1,Autosomal,Autosomal,0.21789,cannabis
CaSa_OIIb.chr2.v1.g138680.t1,Autosomal,Autosomal,0.21784,cannabis
CaSa_OIIb.chrX.v1.g406970.t1,X-linked,PAR,0.21778,cannabis
CaSa_OIIb.chr3.v1.g146350.t1,Autosomal,Autosomal,0.21772,cannabis
CaSa_OIIb.chr4.v1.g189360.t1,Autosomal,Autosomal,0.21765,cannabis
CaSa_OIIb.chr8.v1.g322760.t1,Autosomal,Autosomal,0.2176,cannabis
CaSa_OIIb.chr9.v1.g372150.t1,Autosomal,Autosomal,0.21758,cannabis
CaSa_OIIb.chr8.v1.g338710.t1,Autosomal,Autosomal,0.21758,cannabis
CaSa_OIIb.chr4.v1.g220320.t1,Autosomal,Autosomal,0.21756,cannabis
CaSa_OIIb.chr9.v1.g363360.t1,Autosomal,Autosomal,0.21746,cannabis
CaSa_OIIb.chr4.v1.g207160.t1,Autosomal,Autosomal,0.21741,cannabis
CaSa_OIIb.chr9.v1.g384160.t1,Autosomal,Autosomal,0.21738,cannabis
CaSa_OIIb.chr2.v1.g124140.t1,Autosomal,Autosomal,0.21736,cannabis
CaSa_OIIb.chr1.v1.g091990.t1,Autosomal,Autosomal,0.21731,cannabis
CaSa_OIIb.chr8.v1.g332010.t1,Autosomal,Autosomal,0.21727,cannabis
CaSa_OIIb.chr9.v1.g384450.t1,Autosomal,Autosomal,0.21721,cannabis
CaSa_OIIb.chr1.v1.g087650.t1,Autosomal,Autosomal,0.21721,cannabis
CaSa_OIIb.chrX.v1.g408000.t1,X-linked,PAR,0.21714,cannabis
CaSa_OIIb.chr4.v1.g207090.t1,Autosomal,Autosomal,0.21713,cannabis
CaSa_OIIb.chrX.v1.g395920.t1,X-linked,PAR,0.21709,cannabis
CaSa_OIIb.chr4.v1.g203240.t1,Autosomal,Autosomal,0.21707,cannabis
CaSa_OIIb.chr6.v1.g263700.t1,Autosomal,Autosomal,0.21702,cannabis
CaSa_OIIb.chr6.v1.g265130.t1,Autosomal,Autosomal,0.217,cannabis
CaSa_OIIb.chr9.v1.g357140.t1,Autosomal,Autosomal,0.21695,cannabis
CaSa_OIIb.chrX.v1.g421700.t1,X-linked,HXR,0.21695,cannabis
CaSa_OIIb.chr2.v1.g128000.t1,Autosomal,Autosomal,0.2169,cannabis
CaSa_OIIb.chr9.v1.g360440.t1,Autosomal,Autosomal,0.21682,cannabis
CaSa_OIIb.chr2.v1.g139830.t1,Autosomal,Autosomal,0.21674,cannabis
CaSa_OIIb.chr7.v1.g310380.t1,Autosomal,Autosomal,0.21667,cannabis
CaSa_OIIb.chr4.v1.g200320.t1,Autosomal,Autosomal,0.21667,cannabis
CaSa_OIIb.chr3.v1.g166240.t1,Autosomal,Autosomal,0.21666,cannabis
CaSa_OIIb.chrX.v1.g392800.t1,X-linked,PAR,0.21665,cannabis
CaSa_OIIb.chr2.v1.g142750.t1,Autosomal,Autosomal,0.21665,cannabis
CaSa_OIIb.chr5.v1.g242690.t1,Autosomal,Autosomal,0.21665,cannabis
CaSa_OIIb.chr2.v1.g131870.t1,Autosomal,Autosomal,0.21659,cannabis
CaSa_OIIb.chr1.v1.g094840.t1,Autosomal,Autosomal,0.21657,cannabis
CaSa_OIIb.chr1.v1.g098120.t1,Autosomal,Autosomal,0.21653,cannabis
CaSa_OIIb.chr1.v1.g105040.t1,Autosomal,Autosomal,0.21645,cannabis
CaSa_OIIb.chr9.v1.g361480.t1,Autosomal,Autosomal,0.21637,cannabis
CaSa_OIIb.chr1.v1.g072820.t1,Autosomal,Autosomal,0.21633,cannabis
CaSa_OIIb.chr9.v1.g358790.t1,Autosomal,Autosomal,0.21631,cannabis
CaSa_OIIb.chrX.v1.g390940.t1,X-linked,PAR,0.21625,cannabis
CaSa_OIIb.chr8.v1.g331370.t1,Autosomal,Autosomal,0.21623,cannabis
CaSa_OIIb.chr7.v1.g319130.t1,Autosomal,Autosomal,0.21622,cannabis
CaSa_OIIb.chr4.v1.g218810.t1,Autosomal,Autosomal,0.21619,cannabis
CaSa_OIIb.chrX.v1.g410330.t1,X-linked,PAR,0.21618,cannabis
CaSa_OIIb.chr9.v1.g358970.t1,Autosomal,Autosomal,0.21617,cannabis
CaSa_OIIb.chr3.v1.g150190.t1,Autosomal,Autosomal,0.21614,cannabis
CaSa_OIIb.chr4.v1.g216740.t1,Autosomal,Autosomal,0.2161,cannabis
CaSa_OIIb.chr2.v1.g118000.t1,Autosomal,Autosomal,0.21608,cannabis
CaSa_OIIb.chr3.v1.g148960.t1,Autosomal,Autosomal,0.21603,cannabis
CaSa_OIIb.chr5.v1.g233290.t1,Autosomal,Autosomal,0.21599,cannabis
CaSa_OIIb.chr8.v1.g348290.t1,Autosomal,Autosomal,0.21599,cannabis
CaSa_OIIb.chr2.v1.g132570.t1,Autosomal,Autosomal,0.21599,cannabis
CaSa_OIIb.chr2.v1.g119610.t1,Autosomal,Autosomal,0.21591,cannabis
CaSa_OIIb.chrX.v1.g403460.t1,X-linked,PAR,0.21584,cannabis
CaSa_OIIb.chr6.v1.g289440.t1,Autosomal,Autosomal,0.21583,cannabis
CaSa_OIIb.chr1.v1.g084550.t1,Autosomal,Autosomal,0.21583,cannabis
CaSa_OIIb.chr2.v1.g110040.t1,Autosomal,Autosomal,0.21577,cannabis
CaSa_OIIb.chr7.v1.g309480.t1,Autosomal,Autosomal,0.21572,cannabis
CaSa_OIIb.chrX.v1.g390630.t1,X-linked,PAR,0.21569,cannabis
CaSa_OIIb.chr2.v1.g134010.t1,Autosomal,Autosomal,0.21569,cannabis
CaSa_OIIb.chr3.v1.g176680.t1,Autosomal,Autosomal,0.21567,cannabis
CaSa_OIIb.chr1.v1.g091240.t1,Autosomal,Autosomal,0.21566,cannabis
CaSa_OIIb.chr5.v1.g226770.t1,Autosomal,Autosomal,0.21564,cannabis
CaSa_OIIb.chrX.v1.g402570.t1,X-linked,PAR,0.21553,cannabis
CaSa_OIIb.chrX.v1.g410660.t1,X-linked,PAR,0.21549,cannabis
CaSa_OIIb.chr4.v1.g182590.t1,Autosomal,Autosomal,0.21547,cannabis
CaSa_OIIb.chrX.v1.g427810.t1,X-linked,HXR,0.21545,cannabis
CaSa_OIIb.chr4.v1.g185820.t1,Autosomal,Autosomal,0.21541,cannabis
CaSa_OIIb.chr5.v1.g222490.t1,Autosomal,Autosomal,0.21541,cannabis
CaSa_OIIb.chr7.v1.g316270.t1,Autosomal,Autosomal,0.21531,cannabis
CaSa_OIIb.chr8.v1.g321870.t1,Autosomal,Autosomal,0.21529,cannabis
CaSa_OIIb.chr1.v1.g080180.t1,Autosomal,Autosomal,0.21525,cannabis
CaSa_OIIb.chr4.v1.g187480.t1,Autosomal,Autosomal,0.21524,cannabis
CaSa_OIIb.chr4.v1.g201810.t1,Autosomal,Autosomal,0.21524,cannabis
CaSa_OIIb.chrX.v1.g401410.t1,X-linked,PAR,0.2152,cannabis
CaSa_OIIb.chr4.v1.g216350.t1,Autosomal,Autosomal,0.2152,cannabis
CaSa_OIIb.chr4.v1.g216720.t1,Autosomal,Autosomal,0.2151,cannabis
CaSa_OIIb.chr1.v1.g093000.t1,Autosomal,Autosomal,0.2151,cannabis
CaSa_OIIb.chr9.v1.g357320.t1,Autosomal,Autosomal,0.21507,cannabis
CaSa_OIIb.chr6.v1.g258020.t1,Autosomal,Autosomal,0.21507,cannabis
CaSa_OIIb.chr2.v1.g133140.t1,Autosomal,Autosomal,0.21499,cannabis
CaSa_OIIb.chr1.v1.g102680.t1,Autosomal,Autosomal,0.21488,cannabis
CaSa_OIIb.chr4.v1.g206260.t1,Autosomal,Autosomal,0.21488,cannabis
CaSa_OIIb.chr9.v1.g362680.t1,Autosomal,Autosomal,0.21481,cannabis
CaSa_OIIb.chr4.v1.g183850.t1,Autosomal,Autosomal,0.21479,cannabis
CaSa_OIIb.chr8.v1.g345890.t1,Autosomal,Autosomal,0.21475,cannabis
CaSa_OIIb.chr6.v1.g285390.t1,Autosomal,Autosomal,0.21469,cannabis
CaSa_OIIb.chr6.v1.g261740.t1,Autosomal,Autosomal,0.21465,cannabis
CaSa_OIIb.chr3.v1.g168590.t1,Autosomal,Autosomal,0.21463,cannabis
CaSa_OIIb.chr7.v1.g303910.t1,Autosomal,Autosomal,0.21458,cannabis
CaSa_OIIb.chr9.v1.g389680.t1,Autosomal,Autosomal,0.21455,cannabis
CaSa_OIIb.chr1.v1.g090090.t1,Autosomal,Autosomal,0.21452,cannabis
CaSa_OIIb.chr4.v1.g190550.t1,Autosomal,Autosomal,0.21447,cannabis
CaSa_OIIb.chr6.v1.g285140.t1,Autosomal,Autosomal,0.21442,cannabis
CaSa_OIIb.chr8.v1.g326900.t1,Autosomal,Autosomal,0.21441,cannabis
CaSa_OIIb.chr2.v1.g139430.t1,Autosomal,Autosomal,0.21439,cannabis
CaSa_OIIb.chr4.v1.g221500.t1,Autosomal,Autosomal,0.21439,cannabis
CaSa_OIIb.chr2.v1.g107120.t1,Autosomal,Autosomal,0.21434,cannabis
CaSa_OIIb.chr9.v1.g371610.t1,Autosomal,Autosomal,0.21411,cannabis
CaSa_OIIb.chr4.v1.g183830.t1,Autosomal,Autosomal,0.21409,cannabis
CaSa_OIIb.chrX.v1.g437320.t1,X-linked,HXR,0.21406,cannabis
CaSa_OIIb.chr8.v1.g342920.t1,Autosomal,Autosomal,0.21405,cannabis
CaSa_OIIb.chr1.v1.g071440.t1,Autosomal,Autosomal,0.21404,cannabis
CaSa_OIIb.chr1.v1.g090310.t1,Autosomal,Autosomal,0.21403,cannabis
CaSa_OIIb.chr3.v1.g168430.t1,Autosomal,Autosomal,0.21403,cannabis
CaSa_OIIb.chr6.v1.g260270.t1,Autosomal,Autosomal,0.21402,cannabis
CaSa_OIIb.chr1.v1.g089000.t1,Autosomal,Autosomal,0.21398,cannabis
CaSa_OIIb.chrX.v1.g439220.t1,X-linked,HXR,0.21397,cannabis
CaSa_OIIb.chr5.v1.g234270.t1,Autosomal,Autosomal,0.21392,cannabis
CaSa_OIIb.chr6.v1.g273160.t1,Autosomal,Autosomal,0.2139,cannabis
CaSa_OIIb.chr2.v1.g134720.t1,Autosomal,Autosomal,0.21383,cannabis
CaSa_OIIb.chr6.v1.g284450.t1,Autosomal,Autosomal,0.21378,cannabis
CaSa_OIIb.chrX.v1.g438020.t1,X-linked,HXR,0.21372,cannabis
CaSa_OIIb.chr8.v1.g346610.t1,Autosomal,Autosomal,0.21365,cannabis
CaSa_OIIb.chr1.v1.g064900.t1,Autosomal,Autosomal,0.21353,cannabis
CaSa_OIIb.chr6.v1.g269990.t1,Autosomal,Autosomal,0.21353,cannabis
CaSa_OIIb.chr2.v1.g131010.t1,Autosomal,Autosomal,0.21352,cannabis
CaSa_OIIb.chr1.v1.g081650.t1,Autosomal,Autosomal,0.21351,cannabis
CaSa_OIIb.chr7.v1.g292560.t1,Autosomal,Autosomal,0.2135,cannabis
CaSa_OIIb.chr3.v1.g173950.t1,Autosomal,Autosomal,0.21349,cannabis
CaSa_OIIb.chr3.v1.g176090.t1,Autosomal,Autosomal,0.21346,cannabis
CaSa_OIIb.chr8.v1.g351050.t1,Autosomal,Autosomal,0.21342,cannabis
CaSa_OIIb.chr6.v1.g277100.t1,Autosomal,Autosomal,0.21339,cannabis
CaSa_OIIb.chrX.v1.g431600.t1,X-linked,HXR,0.21339,cannabis
CaSa_OIIb.chrX.v1.g438760.t1,X-linked,HXR,0.21333,cannabis
CaSa_OIIb.chr1.v1.g077610.t1,Autosomal,Autosomal,0.2133,cannabis
CaSa_OIIb.chr2.v1.g132690.t1,Autosomal,Autosomal,0.21328,cannabis
CaSa_OIIb.chr1.v1.g101540.t1,Autosomal,Autosomal,0.21326,cannabis
CaSa_OIIb.chrX.v1.g406190.t1,X-linked,PAR,0.21326,cannabis
CaSa_OIIb.chr1.v1.g072840.t1,Autosomal,Autosomal,0.21325,cannabis
CaSa_OIIb.chr7.v1.g294690.t1,Autosomal,Autosomal,0.21322,cannabis
CaSa_OIIb.chr3.v1.g155380.t1,Autosomal,Autosomal,0.21317,cannabis
CaSa_OIIb.chr9.v1.g357120.t1,Autosomal,Autosomal,0.21317,cannabis
CaSa_OIIb.chr4.v1.g188760.t1,Autosomal,Autosomal,0.21311,cannabis
CaSa_OIIb.chr5.v1.g250180.t1,Autosomal,Autosomal,0.21304,cannabis
CaSa_OIIb.chr3.v1.g180120.t1,Autosomal,Autosomal,0.21304,cannabis
CaSa_OIIb.chr6.v1.g258530.t1,Autosomal,Autosomal,0.213,cannabis
CaSa_OIIb.chr2.v1.g144330.t1,Autosomal,Autosomal,0.21298,cannabis
CaSa_OIIb.chr4.v1.g198690.t1,Autosomal,Autosomal,0.21297,cannabis
CaSa_OIIb.chr1.v1.g065940.t1,Autosomal,Autosomal,0.21292,cannabis
CaSa_OIIb.chr8.v1.g336570.t1,Autosomal,Autosomal,0.2129,cannabis
CaSa_OIIb.chrX.v1.g438750.t1,X-linked,HXR,0.2129,cannabis
CaSa_OIIb.chr8.v1.g344210.t1,Autosomal,Autosomal,0.21289,cannabis
CaSa_OIIb.chr5.v1.g225830.t1,Autosomal,Autosomal,0.21282,cannabis
CaSa_OIIb.chr2.v1.g139060.t1,Autosomal,Autosomal,0.21278,cannabis
CaSa_OIIb.chr3.v1.g146390.t1,Autosomal,Autosomal,0.21278,cannabis
CaSa_OIIb.chr4.v1.g210620.t1,Autosomal,Autosomal,0.21274,cannabis
CaSa_OIIb.chr8.v1.g343080.t1,Autosomal,Autosomal,0.21273,cannabis
CaSa_OIIb.chrX.v1.g391210.t1,X-linked,PAR,0.21272,cannabis
CaSa_OIIb.chr2.v1.g121700.t1,Autosomal,Autosomal,0.21271,cannabis
CaSa_OIIb.chr3.v1.g153050.t1,Autosomal,Autosomal,0.2127,cannabis
CaSa_OIIb.chr5.v1.g231710.t1,Autosomal,Autosomal,0.2127,cannabis
CaSa_OIIb.chr6.v1.g270150.t1,Autosomal,Autosomal,0.21261,cannabis
CaSa_OIIb.chr2.v1.g111920.t1,Autosomal,Autosomal,0.21256,cannabis
CaSa_OIIb.chr2.v1.g135260.t1,Autosomal,Autosomal,0.21253,cannabis
CaSa_OIIb.chr1.v1.g093400.t1,Autosomal,Autosomal,0.21253,cannabis
CaSa_OIIb.chr1.v1.g088440.t1,Autosomal,Autosomal,0.21252,cannabis
CaSa_OIIb.chr2.v1.g139070.t1,Autosomal,Autosomal,0.21249,cannabis
CaSa_OIIb.chr1.v1.g084300.t1,Autosomal,Autosomal,0.21235,cannabis
CaSa_OIIb.chr2.v1.g139220.t1,Autosomal,Autosomal,0.21226,cannabis
CaSa_OIIb.chrX.v1.g403720.t1,X-linked,PAR,0.21218,cannabis
CaSa_OIIb.chr1.v1.g081840.t1,Autosomal,Autosomal,0.2121,cannabis
CaSa_OIIb.chr3.v1.g148250.t1,Autosomal,Autosomal,0.2121,cannabis
CaSa_OIIb.chr4.v1.g187410.t1,Autosomal,Autosomal,0.21209,cannabis
CaSa_OIIb.chr2.v1.g114210.t1,Autosomal,Autosomal,0.21206,cannabis
CaSa_OIIb.chr9.v1.g358920.t1,Autosomal,Autosomal,0.21203,cannabis
CaSa_OIIb.chr9.v1.g390490.t1,Autosomal,Autosomal,0.21201,cannabis
CaSa_OIIb.chr4.v1.g217200.t1,Autosomal,Autosomal,0.21193,cannabis
CaSa_OIIb.chr7.v1.g300680.t1,Autosomal,Autosomal,0.21191,cannabis
CaSa_OIIb.chr5.v1.g253330.t1,Autosomal,Autosomal,0.21188,cannabis
CaSa_OIIb.chrX.v1.g393090.t1,X-linked,PAR,0.21187,cannabis
CaSa_OIIb.chr8.v1.g340790.t1,Autosomal,Autosomal,0.21186,cannabis
CaSa_OIIb.chrX.v1.g400700.t1,X-linked,PAR,0.21185,cannabis
CaSa_OIIb.chr4.v1.g187350.t1,Autosomal,Autosomal,0.21182,cannabis
CaSa_OIIb.chr4.v1.g209350.t1,Autosomal,Autosomal,0.21182,cannabis
CaSa_OIIb.chr4.v1.g220420.t1,Autosomal,Autosomal,0.21173,cannabis
